CMDLINE /opt/anaconda3/envs/radixSortTesting/bin/python3.10 memory_benchmark.py
MEM 0.218750 1683471193.8156
MEM 21.968750 1683471193.9208
MEM 22.062500 1683471194.0245
MEM 22.265625 1683471194.1296
MEM 22.484375 1683471194.2348
MEM 22.750000 1683471194.3399
MEM 23.062500 1683471194.4451
MEM 23.515625 1683471194.5500
MEM 24.140625 1683471194.6552
MEM 24.140625 1683471194.7582
MEM 24.140625 1683471194.8634
MEM 24.140625 1683471194.9668
MEM 24.140625 1683471195.0720
MEM 24.140625 1683471195.1771
MEM 24.140625 1683471195.2822
MEM 24.281250 1683471195.3872
MEM 24.281250 1683471195.4916
MEM 24.281250 1683471195.5966
MEM 24.281250 1683471195.6988
MEM 24.281250 1683471195.8039
MEM 24.281250 1683471195.9049
MEM 24.281250 1683471196.0099
MEM 24.281250 1683471196.1150
MEM 24.281250 1683471196.2201
MEM 24.281250 1683471196.3252
MEM 24.281250 1683471196.4302
MEM 24.281250 1683471196.5353
MEM 24.281250 1683471196.6403
MEM 24.281250 1683471196.7454
MEM 24.281250 1683471196.8499
MEM 24.281250 1683471196.9550
MEM 24.281250 1683471197.0601
MEM 24.281250 1683471197.1652
MEM 24.281250 1683471197.2703
MEM 24.281250 1683471197.3749
MEM 24.281250 1683471197.4800
MEM 24.281250 1683471197.5851
MEM 24.281250 1683471197.6882
MEM 24.281250 1683471197.7932
MEM 24.281250 1683471197.8982
MEM 24.281250 1683471198.0001
MEM 24.281250 1683471198.1052
MEM 24.281250 1683471198.2085
MEM 24.281250 1683471198.3136
MEM 24.343750 1683471198.4187
MEM 24.343750 1683471198.5238
MEM 24.343750 1683471198.6249
MEM 24.343750 1683471198.7301
MEM 24.343750 1683471198.8349
MEM 24.343750 1683471198.9400
MEM 24.343750 1683471199.0415
MEM 24.343750 1683471199.1468
MEM 24.343750 1683471199.2493
MEM 24.343750 1683471199.3544
MEM 24.343750 1683471199.4594
MEM 24.343750 1683471199.5645
MEM 24.343750 1683471199.6696
MEM 24.343750 1683471199.7747
MEM 24.343750 1683471199.8798
MEM 24.343750 1683471199.9848
MEM 24.343750 1683471200.0900
MEM 24.343750 1683471200.1916
MEM 24.343750 1683471200.2968
MEM 24.343750 1683471200.4000
MEM 24.343750 1683471200.5051
MEM 24.343750 1683471200.6052
MEM 24.343750 1683471200.7103
MEM 24.343750 1683471200.8154
MEM 24.343750 1683471200.9205
MEM 24.343750 1683471201.0217
MEM 24.343750 1683471201.1249
MEM 24.343750 1683471201.2301
MEM 24.343750 1683471201.3352
MEM 24.343750 1683471201.4374
MEM 24.343750 1683471201.5425
MEM 24.343750 1683471201.6448
MEM 24.343750 1683471201.7499
MEM 24.343750 1683471201.8551
MEM 24.343750 1683471201.9602
MEM 24.343750 1683471202.0605
MEM 15.578125 1683471202.1661
MEM 15.578125 1683471202.2667
MEM 15.578125 1683471202.3718
MEM 15.578125 1683471202.4770
MEM 15.578125 1683471202.5821
MEM 15.578125 1683471202.6836
MEM 15.578125 1683471202.7888
MEM 15.578125 1683471202.8924
MEM 15.578125 1683471202.9934
MEM 15.578125 1683471203.0986
MEM 15.578125 1683471203.2038
MEM 15.578125 1683471203.3041
MEM 15.578125 1683471203.4092
MEM 15.578125 1683471203.5142
MEM 15.578125 1683471203.6193
MEM 15.578125 1683471203.7209
MEM 15.578125 1683471203.8261
MEM 15.578125 1683471203.9312
MEM 15.578125 1683471204.0362
MEM 15.578125 1683471204.1413
MEM 15.578125 1683471204.2464
MEM 15.578125 1683471204.3510
MEM 15.578125 1683471204.4561
MEM 15.578125 1683471204.5581
MEM 15.578125 1683471204.6632
MEM 15.578125 1683471204.7684
MEM 15.578125 1683471204.8735
MEM 15.578125 1683471204.9750
MEM 15.578125 1683471205.0802
MEM 15.578125 1683471205.1854
MEM 15.578125 1683471205.2873
MEM 15.578125 1683471205.3925
MEM 15.578125 1683471205.4976
MEM 15.578125 1683471205.6028
MEM 15.578125 1683471205.7079
MEM 15.578125 1683471205.8123
MEM 15.578125 1683471205.9173
MEM 15.578125 1683471206.0224
MEM 15.578125 1683471206.1276
MEM 15.578125 1683471206.2327
MEM 15.578125 1683471206.3378
MEM 15.578125 1683471206.4430
MEM 15.578125 1683471206.5456
MEM 15.578125 1683471206.6508
MEM 15.578125 1683471206.7525
MEM 15.578125 1683471206.8540
MEM 15.578125 1683471206.9591
MEM 15.578125 1683471207.0643
MEM 15.578125 1683471207.1694
MEM 15.578125 1683471207.2746
MEM 15.578125 1683471207.3789
MEM 15.578125 1683471207.4840
MEM 15.578125 1683471207.5891
MEM 15.578125 1683471207.6942
MEM 15.578125 1683471207.7993
MEM 15.578125 1683471207.9043
MEM 15.578125 1683471208.0094
MEM 15.578125 1683471208.1145
MEM 15.578125 1683471208.2196
MEM 15.578125 1683471208.3248
MEM 15.578125 1683471208.4299
MEM 15.578125 1683471208.5350
MEM 15.578125 1683471208.6401
MEM 15.578125 1683471208.7452
MEM 15.578125 1683471208.8504
MEM 15.578125 1683471208.9556
MEM 15.578125 1683471209.0606
MEM 15.578125 1683471209.1657
MEM 15.578125 1683471209.2709
MEM 15.578125 1683471209.3761
MEM 15.578125 1683471209.4789
MEM 15.578125 1683471209.5841
MEM 15.578125 1683471209.6892
MEM 15.578125 1683471209.7944
MEM 15.578125 1683471209.8995
MEM 15.578125 1683471210.0047
MEM 15.578125 1683471210.1049
MEM 15.578125 1683471210.2100
MEM 15.578125 1683471210.3152
MEM 15.578125 1683471210.4165
MEM 15.578125 1683471210.5216
MEM 15.578125 1683471210.6248
MEM 15.578125 1683471210.7300
MEM 15.578125 1683471210.8351
MEM 15.578125 1683471210.9403
MEM 15.578125 1683471211.0454
MEM 15.578125 1683471211.1506
MEM 15.578125 1683471211.2557
MEM 15.578125 1683471211.3608
MEM 15.578125 1683471211.4659
MEM 15.578125 1683471211.5710
MEM 15.578125 1683471211.6758
MEM 15.578125 1683471211.7808
MEM 15.578125 1683471211.8843
MEM 15.578125 1683471211.9894
MEM 15.578125 1683471212.0914
MEM 20.859375 1683471212.1933
MEM 20.859375 1683471212.2985
MEM 20.859375 1683471212.4036
MEM 20.859375 1683471212.5059
MEM 20.859375 1683471212.6111
MEM 20.859375 1683471212.7162
